Gene,Method,Sequences,Codons,LRT p-value,cAIC,CV(omega),CV(alpha),w1,p1,w2,p2,w3,p3,SRV1,SRV_p1,SRV2,SRV_p2,SRV3,SRV_p3,DH_Rate,TH_Rate,TH_Rate_SI,NUM_ER_SITES,ER_SITES,WD_unweighted(omega),WD_weighted(omega),WD_unweighted(srv),WD_weighted(srv),ΔcAIC,RelativeSupport,ER_Sites_Intersection
Anseriformes-COX3,BUSTEDS-MH,11,262,0.5,5515.956823210319,1.39458631244519,1.3836711898293248,0.003300230486528112,0.0,0.006058535673837299,1.0,1.001933958739919,0.0,0.1166474861732338,0.2333261565623427,0.6853814616090049,0.7584076483330513,54.79964386712545,0.008266195104606014,0.0,0.0,0.0,,,0.023156890238706,0.0066939081808535875,0.9020361135772597,0.23715904171069288,,,
Anseriformes-CYTB,BUSTEDS,11,381,0.5,8568.599276998144,1.156637234356018,0.9037967226189392,0.0,0.8951477627783693,0.1556646540624687,0.1048522372216307,1.076616033375571,0.0,0.02759366020956966,0.07474327138403916,0.6741653579546142,0.6322645463996153,1.951201226587114,0.2929921822163456,,,,,,,,,,6.135986991450409,0.04651439261278927,48|182|278
Anseriformes-CYTB,BUSTEDS-MH,11,381,0.5,8574.735263989594,1.1512076570485954,0.9081243076901143,0.0,0.8914738455629645,0.1485056068211704,0.1085261544370355,1.001565155918729,0.0,0.02713540373786422,0.07458458536869662,0.6717089314109169,0.6353375015056573,1.969175235669642,0.2900779131256461,0.0,0.0,0.0,,,0.027403308232713412,0.0012962394251099028,0.006962897365976902,0.010632150261938866,,,
Anseriformes-ND1,BUSTEDS,11,327,0.5,8279.199713318398,1.0061051184751832,1.0724900874297312,0.01216328334768994,0.9245970529885459,0.2454768278774443,0.07540294701145411,1.001561646149908,0.0,0.2109574226554369,0.1772752485948276,0.8754589075754814,0.7705530386589997,5.520519335903654,0.05217171274617274,,,,,,,,,,6.101194345688782,0.047330651370335305,
Anseriformes-ND1,BUSTEDS-MH,11,327,0.5,8285.300907664086,1.0033513739671456,1.0683062531085314,0.01383263861315982,0.9358816531988018,0.2458076870950991,0.0641183468011982,1.002325904745698,0.0,0.204259100776064,0.1677673677153496,0.8536851442579012,0.7747547425015834,5.294825112100665,0.05747788978306712,0.0,0.7294398977520024,0.0,,,0.000921491026304927,0.004178707171780629,0.08472210299998081,0.05912183617402698,,,
Anseriformes-ND2,BUSTEDS,11,347,0.5,8530.022080522787,0.7799025063913629,0.9368325475090838,0.007753656522017152,0.9544371856278763,0.5548290419977742,0.04556281437212373,1.003184820642493,0.0,0.0,0.01433901622066978,0.4953736328720113,0.4727902085204504,1.493148437698293,0.5128707752588798,,,,,,,,,,6.159435764546288,0.04597222439918812,
Anseriformes-ND2,BUSTEDS-MH,11,347,0.5,8536.181516287334,0.7801948138270477,0.9353318946613167,0.007930568945332813,0.9559428931139021,0.5724795739305719,0.04405710688609787,1.035918290640852,0.0,0.0,0.01436989450854302,0.4976926687187459,0.4735985121590552,1.49266862149689,0.5120315933324019,0.0,0.0,0.0,,,0.01685363811815748,0.0017699522923429307,0.0009329506827125411,0.002192691667375235,,,
Anseriformes-ND3,BUSTEDS,11,117,0.2485252966969219,3073.222010692773,1.3951952680246449,0.8607774430224605,0.002990875985755329,0.6512641689177763,0.01981660151834523,0.3027189721836603,2.518012868159051,0.04601685889856344,0.04880532916781556,0.1286652146807616,0.8679315754109612,0.6997169073057447,2.251595571617049,0.1716178780134937,,,,2.0,29|87,,,,,6.446861088053993,0.03981822551376529,
Anseriformes-ND3,BUSTEDS-MH,11,117,0.2490116670957134,3079.668871780827,1.3990617876361129,0.8619009847994988,0.004532730448207339,0.5598782478386048,0.01321792050484322,0.3933411144439735,2.466350328382982,0.04678063771742172,0.04931772241240674,0.12874899877104,0.8706919897013646,0.703049698847024,2.268178938373349,0.168201302381936,0.0,0.0,0.1911813278860644,2.0,29|87,0.019934358417341026,0.008036323102957562,0.006618724763764942,0.009573096688933526,,,
Anseriformes-ND4L,BUSTEDS,11,99,0.3674943450717192,2437.733329478618,1.4018469841815664,1.004339181050926,0.007321360710298221,0.03061232314385132,0.007342709695895738,0.9564115706103715,2.500760187891797,0.01297610624577717,0.007742666958450155,0.06759509327220176,0.4148376294515949,0.42146826949043,1.613968691615252,0.5109366372373684,,,,0.0,,,,,,6.501153224351128,0.03875185659600499,44
Anseriformes-ND4L,BUSTEDS-MH,11,99,0.3668168241718396,2444.234482702969,1.4020506227308305,1.0072258293852772,0.007189807560180961,0.9656251444341551,0.007280571892622839,0.0213148938913377,2.509286990800744,0.01305996167450716,0.007551032411608395,0.06754459543018088,0.4114080157914064,0.4211495149279433,1.61591270317922,0.5113058896418758,0.0,0.0,0.0,0.0,,0.0029068312874457668,0.0004687633763553327,0.0018550865903327412,0.0029143016384537658,,,
Anseriformes-ND5,BUSTEDS,11,609,0.475540673491332,14917.13554284898,1.100812761576224,1.174886176370548,0.0160155612756124,0.9621354185123048,0.2193583306234212,0.02375368906751989,1.298895341371614,0.01411089242017533,0.09657879222088206,0.09832300838290155,0.7021787127559211,0.8359571562089991,6.139893081460627,0.06571983540809934,,,,0.0,,,,,,,,
Anseriformes-ND5,BUSTEDS-MH,11,609,0.2605386947986335,14914.30895381232,1.414213562362574,1.1328122652676385,0.01151077153356527,0.4747898250159324,0.03808676272646346,0.5247968000554374,9999999171.59636,0.0004133749286302942,0.1120403104205746,0.0960177090465504,0.7056750163884825,0.8259607100671704,5.208588493637216,0.07802158088627914,0.1589165360372224,3.645307997021072,38.15678078504363,1.0,468,3333333056.8277473,4133748.9777963324,0.31675413655188844,0.12241036845312492,2.8265890366601525,0.24334027212551185,
Anseriformes-ND6,BUSTEDS,11,174,0.5,4701.989814280365,1.1247212196571694,1.0131025365436646,0.00234999322943107,0.7581159151054425,0.1641450692424833,0.2418840848945575,1.00161716821004,0.0,0.08471897453361707,0.126756183228355,0.7576894927495182,0.7499368934032093,3.414585574617055,0.1233069233684357,,,,,,,,,,6.7615278540752115,0.034021454895620334,
Anseriformes-ND6,BUSTEDS-MH,11,174,0.5,4708.75134213444,1.31967674477398,1.118664777701703,0.02129102864147447,0.0,0.03104612680602926,1.0,1.121573753787623,0.0,0.1019952748772502,0.1349306455874106,0.7219667579647132,0.7792857729079574,4.938232716439912,0.08578358150463199,0.2395033023836732,0.0,0.0,,,0.09066552114202675,0.053949511458085825,0.5255487256504318,0.2657875733334524,,,
Anura-ATP6,BUSTEDS,20,230,0.5,17982.93810847863,1.3988719668443506,0.9295581265788111,0.0,0.3320809714936167,0.007298243825525824,0.6603569797822563,1.0,0.007562048724127105,0.07318180184939117,0.5539184730121697,1.383087961156475,0.3333335160900943,4.420775771957732,0.1127480108977362,,,,,,,,,,,,
Anura-ATP6,BUSTEDS-MH,20,230,0.5,17978.80427496154,1.3554114130836432,0.8536286398987157,0.006706350405946804,1.0,0.02465725321562538,0.0,1.097409405391469,0.0,0.1291306243799138,0.5612844357342691,1.564677789899045,0.3452567667064886,4.144129881784533,0.0934587975592423,0.4828755911420884,0.9948297493197655,0.0,,,0.04049158839583843,0.010129247284485804,0.17139484714876396,0.1803669570693296,4.1338335170876235,0.12657544334013768,
Anura-COX1,BUSTEDS,20,519,0.02230136071356142,30212.23533134358,1.4115921752963818,1.1790879155055205,0.0004429895865226634,0.750467135830319,0.008120685799014949,0.248226822131384,6.919744802749556,0.001306042038297028,0.07061323989722164,0.7840338669520646,1.70185692596746,0.1680824859025282,13.75384969525009,0.04788364714540723,,,,2.0,42|495,,,,,38.936832977298764,3.50730995232258e-09,65|60|67|59|63
Anura-COX1,BUSTEDS-MH,20,519,0.5,30251.17216432088,1.2717392116994004,1.2849424688256676,0.002188825439485782,0.9726089186986168,0.07130127326819297,0.02739108130138324,1.002318291601398,0.0,0.1071269918049416,0.4941977672907374,0.3526194360120412,0.3909978195341957,7.048375814555157,0.1148044131750669,0.1457861049838785,1.46008697166474,0.0,,,1.9941176448234335,0.0132203297193987,2.697075040852691,0.9151474604935663,,,
Anura-COX2,BUSTEDS,20,231,0.2647218662162083,15297.90458916687,1.4096080514802234,0.9794625202889956,0.001567882346038925,0.6636804842747336,0.009912217829025355,0.335096897238923,5.274787277988382,0.001222618486343406,0.08310097535877094,0.6265224046555978,1.625115716916327,0.2969454868591944,6.080645215944838,0.07653210848520774,,,,0.0,,,,,,,,
Anura-COX2,BUSTEDS-MH,20,231,0.4161998272017615,15294.82228471429,1.4117463075245744,0.9337040946731056,0.0,0.1616964375073131,0.005224132199127768,0.8378835066035858,4.48512230631601,0.0004200558891010454,0.09717229768007128,0.6220150315018005,1.658538687331304,0.2947505839058289,5.414855001131716,0.0832343845923707,0.2223844022159049,0.0,0.3604208643046261,0.0,,0.2653069798827696,0.008220720741985347,0.23776150251646624,0.10190865789693458,3.0823044525805017,0.21413422814003957,
Anura-COX3,BUSTEDS,20,262,0.5,15941.66218148844,1.3902959943061541,1.293452558009013,0.000590664792432317,0.6310789596714739,0.01083946785066458,0.3660576601381345,1.0,0.0028633801903916,0.05331820486469394,0.3389689316334916,0.2418621174221399,0.4829070588154966,4.856896403117551,0.1781240095510117,,,,,,,,,,0.47643137454906537,0.7880327041362198,
Anura-COX3,BUSTEDS-MH,20,262,0.5,15942.13861286299,1.3881397205137342,1.3040845433184545,0.006328022764115524,1.0,0.007416696538522077,0.0,1.104478677646756,0.0,0.0,0.01718244017439389,0.2359249878260406,0.7911514774912121,4.243565618904386,0.191666082334394,1.11448889222101,0.0,0.0,,,0.03787960231019387,0.008117435587620955,0.22419537289131944,0.2259035121607059,,,
Anura-CYTB,BUSTEDS,20,415,0.01370480623352216,25634.8759490177,1.4135472892670364,1.3491636144921908,0.0,0.5030505727096465,0.01299674410984846,0.4951170617574518,41.36356700084931,0.001832365532901656,0.01023490831909249,0.0216574331244565,0.103973778208041,0.7207216682809888,3.589934622212035,0.2576208985945547,,,,4.0,12|81|366|385,,,,,,,7|4|309
Anura-CYTB,BUSTEDS-MH,20,415,0.03288658081686774,25626.06546091519,1.4141126036481342,1.3378769431846795,0.0,0.4276840434292657,0.01116576431575557,0.5711664512111769,234.5983854136001,0.001149505359557345,0.01133788155607208,0.02049577832668453,0.122126897530322,0.7228123686035929,3.55092215946274,0.2566918530697227,0.2457191515439498,0.2560624600869542,0.0,2.0,81|385,64.41221646418164,0.2521104415341657,0.019422851769518655,0.026471865207046925,8.810488102510135,0.01221312542251305,
Anura-ND1,BUSTEDS,20,327,0.5,25180.98335009448,1.3861761734003855,1.0933174980839753,0.0002500148573611308,0.4559298427702718,0.01318664958362263,0.535601050959634,1.0,0.008469106270094263,0.07038023737854862,0.5363492684675938,0.8495927297571471,0.324667041673518,4.938830258908691,0.1389836898588882,,,,,,,,,,49.56502008071038,1.726206079300248e-11,
Anura-ND1,BUSTEDS-MH,20,327,0.5,25230.54837017519,1.394376945090163,0.9197481008004748,0.0005356956198968939,0.0,0.009856815014793553,1.0,1.098854776683404,0.0,0.1727057237648535,0.5812364915755113,1.261784269668618,0.2996246434565045,4.377710575516875,0.1191388649679842,1.017830856399901,0.0,0.0,,,0.034156764004922964,0.01454911763613944,0.3585455698965308,0.34041014803918435,,,
Anura-ND2,BUSTEDS,20,353,0.5,31128.60464039159,1.378804516707585,0.987148234785301,0.0002342678682910453,0.4309565429650561,0.0168115329396507,0.5602254592780646,1.0,0.008817997756879284,0.05273458269605052,0.4021461078221268,0.6084369535627475,0.2627564905461536,2.443833435284092,0.3350974016317196,,,,,,,,,,10.711990102281561,0.004719770746878831,
Anura-ND2,BUSTEDS-MH,20,353,0.5,31139.31663049387,1.3738164689236116,0.939894806910387,0.0,0.3717772658560186,0.01951102891712224,0.6274539174800795,1.0,0.000768816663901927,0.07533809165705153,0.4001481824044566,0.6602265764040574,0.2633912206433088,2.365672898721006,0.3364605969522346,0.2653969353143388,0.0,0.0,,,0.0009779212819208609,0.010632339913136054,0.05085122278846561,0.05238278542486234,,,
Anura-ND3,BUSTEDS,20,120,0.5,9428.614382612126,1.3615851371942354,0.9743118808367539,0.0002337812413924042,0.5200514026331123,0.02537072105398759,0.4743345097422693,1.0,0.005614087624618412,0.06223485177581561,0.6858519489903856,1.008197383621792,0.08156116438785471,3.762406237874197,0.2325868866217597,,,,,,,,,,10.913815348409116,0.004266729483214908,
Anura-ND3,BUSTEDS-MH,20,120,0.5,9439.528197960535,1.3713568841991435,0.8908244622062428,0.0004270799150943598,0.4208633012568864,0.02034219069534686,0.5791366987431137,1.002320926910758,0.0,0.0922636968964903,0.6800342402992512,1.59587728692048,0.1757659087417198,4.554489488234967,0.1441998509590289,0.6309828179095696,0.2027144492836992,0.0,,,0.0025142519810335707,0.00996095753934422,0.46993066626004437,0.38298614330456954,,,
Anura-ND4,BUSTEDS,20,462,0.5,40423.23288713126,1.3788377463979866,1.0117894851119842,0.001069973721813134,0.6347675655150179,0.0159459037614466,0.3560133656357222,1.0,0.009219068849259904,0.056789806909013,0.3875793050413731,0.6678199281763095,0.3579108803179695,2.903500710810137,0.2545098146406574,,,,,,,,,,,,
Anura-ND4,BUSTEDS-MH,20,462,0.5,40411.15699176674,1.3818279951208787,0.8938399748753817,0.002802277734933066,0.5678507919842226,0.01655533702647692,0.4316904795811873,1.246100363698107,0.0004587284345901236,0.1088314561059066,0.4110642854471099,0.9407152588357117,0.3886016711647497,2.943582346837559,0.2003340433881403,0.5404918015541258,0.4186653888936407,0.0,0.0,,0.08281403365875241,0.010965090404151322,0.12167287196123913,0.23892649795508192,12.075895364519965,0.0023864516482298517,
Anura-ND4L,BUSTEDS,20,102,0.5,8779.188117129554,1.4120141361174188,0.925059988737741,3.357706655275363e-05,0.3970666224314186,0.01965280276631123,0.6002187167536468,18.96269479148206,0.002714660814934656,0.1288872845302231,0.5425032112103699,1.154932678763063,0.3134773382752635,3.944140949043134,0.1440194505143665,,,,0.0,,,,,,17.146479428152816,0.00018909902958354522,
Anura-ND4L,BUSTEDS-MH,20,102,0.5,8796.334596557706,1.3898222476403974,0.8258760268981759,0.0005889338896034883,0.0,0.01249853226900627,1.0,1.122369843174822,0.0,0.2302965591578236,0.5356525381409126,1.414787983822498,0.3753909445447096,3.884397415910426,0.08895651731437776,1.159525844835229,0.0,0.0,,,5.949344858542532,0.06068689993840498,0.14033603760658112,0.28917634000535836,,,
