Gene,Method,Sequences,Codons,LRT p-value,cAIC,CV(omega),CV(alpha),w1,p1,w2,p2,w3,p3,SRV1,SRV_p1,SRV2,SRV_p2,SRV3,SRV_p3,DH_Rate,TH_Rate,TH_Rate_SI,NUM_ER_SITES,ER_SITES,ΔcAIC,RelativeSupport,WD_unweighted(omega),WD_weighted(omega),WD_unweighted(srv),WD_weighted(srv),ER_Sites_Intersection
Ascaridida-ND1,BUSTEDS,6,291,0.4261101643257005,5205.324280961623,1.4037870011836897,1.3012767798445075,0.004872588522096447,0.4616629473303475,0.004876078953242485,0.5325352793916416,1.973651828535417,0.005801773278010852,0.1545191449367426,0.4413975413432578,0.1804355586547771,0.4147207398515312,5.956039919941441,0.143881718805211,,,,0.0,,5.3159798092528945,0.07008896574861867,,,,,
Ascaridida-ND1,BUSTEDS-MH,6,291,0.3925389278583262,5210.640260770876,1.409106010711805,1.2870082361873476,0.005661091250217491,0.5813890054043898,0.005662950322288051,0.4153529056171916,4.691892166839514,0.003258088978418619,0.1823706158014894,0.584286114929855,0.1842006765686156,0.2688557199358141,5.746496799361014,0.1468581651343308,0.0,0.0,31.88805337820385,0.0,,,,0.906605237467088,0.014645047976636101,0.0803865697863373,0.060298848705838355,
Ascaridida-ND2,BUSTEDS,6,282,0.5,5867.895767636352,1.3884645408801655,1.323672367969945,0.0007706768499783211,0.598549743750385,0.01154624099174847,0.3708258901746534,1.0,0.03062436607496151,0.03879872685147022,0.2614597378475436,0.174954106360996,0.551284907599973,4.771057889502097,0.1872553545524835,,,,,,5.105591925651424,0.07786365747952712,,,,,
Ascaridida-ND2,BUSTEDS-MH,6,282,0.5,5873.001359562003,1.391209649422783,1.3276500576991928,0.0006515251533558569,0.6006872240257595,0.01033533974953139,0.3690353541870458,1.0,0.03027742178719478,0.03544750588476098,0.26672598916664,0.1665809807336039,0.5428160708637139,4.726095407891177,0.1904579399696461,0.0,0.0,0.749373853171118,,,,,0.00044335097961318144,0.0008844092119078466,0.018895609401673782,0.029150837527454523,
Ascaridida-ND3,BUSTEDS,6,112,0.5,1995.896695140267,1.4012491998253789,0.6954242514299552,0.0,0.2908747076234438,0.007760531424944447,0.7091252923765562,1.260111173256315,0.0,0.05785667911975143,0.813587953092197,5.086169150675699,0.1489972163670292,5.214602194364994,0.03741483054077373,,,,,,5.160637794901049,0.07574984373867781,,,,,
Ascaridida-ND3,BUSTEDS-MH,6,112,0.5,2001.057332935168,1.36370836234114,1.3587809825085626,0.004222886896574547,1.0,0.02026830727335998,0.0,1.001455629287561,0.0,0.02786142760588698,0.3180006034505536,0.1128102269481842,0.503319292656378,5.229236301180679,0.1786801038930684,0.0,0.0,1.193855490799433,,,,,0.09179540223791474,0.0037369642018726234,1.6726627606856883,0.09598447174428533,
Ascaridida-ND4,BUSTEDS,6,410,0.5,8682.257124151094,1.3893257263178405,1.2945043374235292,0.001077311385927007,0.6198544225684532,0.01081835330090077,0.3653999688302441,1.0,0.01474560860130271,0.04747245538318227,0.1982820373872319,0.1990379703704392,0.5884818490369287,4.096195608461235,0.2132361135758395,,,,,,7.228351760413716,0.026939117131211925,,,,,
Ascaridida-ND4,BUSTEDS-MH,6,410,0.5,8689.485475911508,0.7583718365862153,0.9790777783060063,0.005364309829512613,0.9789724204167883,0.6153620294960982,0.02102757958321166,1.001534374259884,0.0,0.1578894492618462,0.7618692498951285,2.849424778753801,0.2125360196535943,10.70937173836058,0.02559473045127729,0.0,0.0,7.823520438041223,,,,,0.20345501629955565,0.01408540691382806,3.1246599773871244,0.5142731664721512,
Ascaridida-ND4L,BUSTEDS,6,78,0.5,1379.88803887108,1.3907156376665104,1.3134827260205402,0.005375692496227687,0.0,0.005825461796617338,0.9943481086629113,1.0,0.005651891337088655,0.0,0.070868857193562,0.2536659000941784,0.7687462978839366,5.019148029804065,0.1603848449225015,,,,,,6.998230011796977,0.030224119757532787,,,,,
Ascaridida-ND4L,BUSTEDS-MH,6,78,0.5,1386.886268882877,1.390449947206597,1.3165151116298413,0.00564044279466205,0.6276362236388505,0.005688746108430595,0.366433654177434,1.0,0.005930122183715449,0.0,0.0710260193584063,0.2475152548868944,0.7689407911569681,5.059421902989932,0.1600331894846256,0.0,0.0,0.0,,,,,0.0001338219955403687,0.00044283188035344604,0.01547483946438357,0.012890312757667013,
Ascaridida-ND6,BUSTEDS,6,145,0.4964818604038115,3051.759430681218,0.7380377418419776,1.0614633884081492,0.0162498366688758,0.9947931766312684,0.996270418432196,0.0,1.518082752128113,0.005206823368731572,0.2081365362080094,0.6887904381794929,0.7907802943089386,0.162357590107844,4.892433420641072,0.1488519717126631,,,,0.0,,7.275862870355013,0.026306704846041792,,,,,
Ascaridida-ND6,BUSTEDS-MH,6,145,0.5,3059.035293551573,1.3726933995507322,0.6515603865725119,0.01472091010158967,0.0,0.01562747269759433,0.9903284246667012,1.520183885073342,0.009671575333298765,0.2511391441302037,0.827785503540846,4.579983138932114,0.1478497796471479,4.71834580001964,0.02436471681200598,0.0,0.0,0.0,0.0,,,,0.3280910017490389,0.007341977456561852,1.3354310243889338,0.23629026076114312,
Coleoptera-ATP6,BUSTEDS,25,229,0.5,18982.6641953208,1.403522400536852,1.358112715534457,5.069135851001187e-05,0.5002180750230539,0.005020922367707329,0.482266030652078,1.0,0.01751589432486804,0.004011550611580464,0.05622560647276392,0.07123542057415518,0.5962095827942869,2.754315679238361,0.3475648107329491,,,,,,,,,,,,489
Coleoptera-ATP6,BUSTEDS-MH,25,229,0.5,18893.02409878717,1.203250063224788,1.2047030707013284,0.00568575725014403,0.9816730168043062,0.1080740072781139,0.01832698319569381,1.002325904745698,0.0,0.05040241256424631,0.1514461596945114,0.2487123114188334,0.5285517685955375,2.690324507918261,0.320002071709951,1.055355437651718,0.0,0.0,,,89.64009653363246,3.4268915377565866e-20,0.037004685182579544,0.018845316496953583,0.09595297470581468,0.18304465932781958,
Coleoptera-ATP8,BUSTEDS,25,58,0.5,5905.911286345539,1.2895697375308814,1.1217616980835425,0.005740854614728057,0.7334737667956202,0.063713714724304,0.2665262332043798,1.099170245563446,0.0,0.03158384179455628,0.2144590083010887,0.2856582603318791,0.3144282475042886,1.917603685235726,0.4711127441946227,,,,,,,,,,,,
Coleoptera-ATP8,BUSTEDS-MH,25,58,0.5,5900.51667987003,1.388042999472601,1.0475599158292739,5.918396060641702e-08,0.0,0.0148111639590658,0.9971509762219201,1.181964861364036,0.00284902377807994,0.1117409945631889,0.3598729349530081,1.149105848195923,0.5911935505531166,5.731112446680694,0.04893351449387528,1.618471861766507,0.0,128.6670600635117,0.0,,5.394606475509136,0.06738699462595474,0.04581265399886518,0.022733246187040645,1.585704500692548,0.6994676347922906,
Coleoptera-COX1,BUSTEDS,25,517,0.4829729258125603,34533.69216533381,1.408949160666857,1.3382756296369416,0.00156872893639469,0.9332588776466051,0.04386503783152049,0.06505034827057794,18.25247266112548,0.001690774082816972,0.03835808741232108,0.3042614475300091,0.1487505868445256,0.5141865555838557,5.022492600181459,0.1815519968861351,,,,4.0,260|323|411|449,,,,,,,
Coleoptera-COX1,BUSTEDS-MH,25,517,0.5,34502.72066047994,1.3765763109687859,1.0911261050831884,0.001472334449829786,0.8828552797328082,0.01664967536304511,0.1154080797121301,1.0,0.001736640555061735,0.06253375139507557,0.6881867456493255,1.050362920211621,0.1819150316495441,5.896064482903114,0.1298982227011305,0.07822639051190271,0.0,0.0,,,30.971504853863735,1.8820154002116725e-07,5.759928139360174,0.031828245053109515,0.5997866266905016,0.47655262755110156,
Coleoptera-COX2,BUSTEDS,25,230,0.5,18754.67714612199,1.393449138177673,0.9374696287951702,8.306567864390369e-05,0.4989483635810762,0.009826224310087278,0.490673626554029,1.0,0.0103780098648948,0.05575187497831402,0.5259544050342783,1.118523056843435,0.3000128419925102,3.649346251198168,0.1740327529732116,,,,,,,,,,,,
Coleoptera-COX2,BUSTEDS-MH,25,230,0.5,18662.65692840923,1.388553223045116,0.8136124522770621,0.005915907639701695,0.2804994592659785,0.006357135898809521,0.7195005407340216,1.002325904745698,0.0,0.1186035290694041,0.5324892483519411,1.276159272860284,0.2756531751294881,3.049488850196321,0.1918575765185709,1.204678167915923,0.0,1.482483447880086,,,92.02021771276122,1.0424701107123684e-20,0.0038759450393445324,0.015020898418674461,0.273448423703262,0.22185830466396358,
Coleoptera-COX3,BUSTEDS,25,265,0.1065998365222415,20766.28282557866,1.4136970958565436,0.9792554247124755,7.983218606295603e-05,0.4971554467214435,0.007700155738139774,0.5017823421097595,31.94566133060828,0.001062211168797036,0.04817657316895761,0.5875111048384226,1.161329436838895,0.2548060864012708,4.285704476978978,0.1576828087603066,,,,1.0,107,,,,,,,
Coleoptera-COX3,BUSTEDS-MH,25,265,0.5,20723.19584156486,1.3060947352970682,0.9194551029534636,0.00477868038643208,1.0,0.05634186627615285,0.0,1.126182693305602,0.0,0.08183406324723165,0.572746466304515,1.251750717067298,0.2720623790846378,3.947232385000639,0.1551911546108473,0.4612025669043646,0.07331776543176217,0.0,,,43.08698401380025,4.4033205336290366e-10,10.290939732013689,0.03772996501282692,0.15418362076167205,0.12017487646563824,
Coleoptera-CYTB,BUSTEDS,25,383,0.5,30175.06823139601,1.3996187770268291,1.001970888410001,0.000594754809668853,0.656107914324245,0.006341297723247622,0.3351046374552722,1.0,0.008787448220482828,0.02643012902836372,0.5510038786426711,1.087771313571994,0.290857811883685,4.230790847099958,0.158138309473644,,,,,,,,,,,,
Coleoptera-CYTB,BUSTEDS-MH,25,383,0.5,30143.98119716996,1.3945658995289394,0.9552709963640892,0.001061174926051496,0.5382925275429317,0.008300695939070797,0.4590360599491036,1.0,0.002671412507964606,0.0562229348595274,0.5463187106752195,1.126415058896668,0.2878740112945738,3.89017143874987,0.1658072780302066,0.2742704300414615,0.0,0.0,,,31.08703422604958,1.7763816916236954e-07,0.0008086061107352729,0.007880820686478997,0.13635198650197528,0.10772995482079117,
Coleoptera-ND1,BUSTEDS,25,323,0.5,26698.87086078478,1.36264613971233,1.134350091672926,0.002049448026714769,0.5532572706587676,0.02297897679700833,0.4228106130628341,1.0,0.02393211627839825,0.04940113695970132,0.398307037382252,0.4003819374259805,0.3024806360578948,2.871590907614861,0.2992123265598534,,,,,,,,,,,,
Coleoptera-ND1,BUSTEDS-MH,25,323,0.4588643917665258,26647.21931638911,1.3930585683451215,0.9233017088968797,0.009453310780475338,0.7313875138762331,0.04669313415119525,0.2677654166717913,5.567671360587201,0.0008470694519755406,0.1223161581488054,0.4841506285832595,0.7986207846040827,0.258725937443442,2.855269286984157,0.2571234339732985,0.6884306508432368,0.0,0.0,0.0,,51.6515443956705,6.0814850517944215e-12,1.5329297935650497,0.0381842283829615,0.16249182966597,0.2306317061407473,
Coleoptera-ND2,BUSTEDS,25,348,0.01347729241938567,39989.69223467642,1.4051576446615925,0.9904126889143016,0.0,0.442951558046802,0.02824994234781555,0.5465907355151653,6.58209484233117,0.01045770643803271,0.05335284283665119,0.3213042047302571,0.6209538778798066,0.3828100391943454,2.518371072730325,0.2958857560753975,,,,3.0,269|289|298,,,,,,,
Coleoptera-ND2,BUSTEDS-MH,25,348,0.02774237260765638,39933.83512868443,1.4048762526403857,0.951965066879186,0.0,0.422216804652467,0.02906681841161131,0.5706302012614194,6.567228738279229,0.007152994086113629,0.06797665332136897,0.3249162086376456,0.6549907002549402,0.368808266225393,2.404198959883856,0.3062755251369614,0.08433468084494432,0.0,0.8616182840377283,0.0,,55.85710599198501,7.426489071487301e-13,0.005227660038578883,0.02281140000774354,0.054277581902106804,0.07155851565620969,
Coleoptera-ND3,BUSTEDS,25,120,0.4580489244670612,11381.68037557382,1.3995492225217174,1.0496797543931167,0.001093922355028894,0.7832395122516661,0.008513138360448742,0.2042565708772645,1.3786863044271,0.01250391687106939,0.01817448959361542,0.457903909989576,0.7031898657694641,0.3016343203567581,3.241977442121855,0.2404617696536659,,,,0.0,,,,,,,,
Coleoptera-ND3,BUSTEDS-MH,25,120,0.5,11337.72228298912,1.3853005378186365,0.9216004204098168,0.005705535729728425,1.0,0.009421041553765117,0.0,1.094462639773218,0.0,0.05894308598466445,0.4532342088309005,0.907951416097899,0.3050023371227991,2.880326457531973,0.2417634540463004,0.6373200410876072,0.0,0.0,,,43.95809258470035,2.8485344603700733e-10,0.09658106040729933,0.021353106493398794,0.20239371043645535,0.17392647150294693,
Coleoptera-ND4,BUSTEDS,25,447,0.5,40946.60290429108,1.3736920216185058,1.0029882333444478,0.001360198734698542,0.6502145853976034,0.0181867019494779,0.3380209426632882,1.0,0.01176447193910847,0.03778327153692189,0.4149548044224922,0.7155056704845824,0.3261959551686886,2.901019115028622,0.2588492404088192,,,,,,,,,,,,
Coleoptera-ND4,BUSTEDS-MH,25,447,0.5,40716.0974289008,1.3900411330751408,0.8550567261993435,0.0005377436212047857,0.0,0.01213241851772246,1.0,1.096530596179176,0.0,0.09974726738189016,0.4217720381505121,0.920653819372088,0.316360351145282,2.545832317191909,0.2618676107042059,0.9382360161585522,0.0,0.0,,,230.50547539028048,8.838366261799618e-51,0.03446911157480841,0.02067246945468665,0.2074329808563956,0.19227520355443437,
Coleoptera-ND4L,BUSTEDS,25,100,0.4925911835583631,8757.470506315658,1.3510712988442024,1.2462366020492448,0.0,0.3849990379523729,0.040074185765664,0.5621541646466961,1.29568191204033,0.052846797400931,0.03450849603875924,0.09543857625249995,0.1836071158839548,0.5470790637820427,2.507141749020942,0.3574823599654574,,,,0.0,,,,,,,,
Coleoptera-ND4L,BUSTEDS-MH,25,100,0.5,8698.845578221619,1.3070921400085524,0.9374140390078338,0.0,0.3819309898475363,0.05405500871946235,0.6180690101524637,1.001558428878034,0.0,0.1496155229884844,0.4773392573822218,0.761877602617902,0.283597296698574,2.980448165576112,0.2390634459192044,0.6943837788607526,0.0,0.0,,,58.624928094039205,1.861052451615146e-13,0.10270143537203148,0.07364122662306778,0.38889464341294744,0.4393073948407458,
Coleoptera-ND5,BUSTEDS,25,579,0.5,50818.24287635049,1.3898283629932031,1.0426330888703395,0.0006893151037184815,0.4802103054239832,0.01096652494170036,0.5007881150439071,1.0,0.01900157953210969,0.03596003975517915,0.4618336151638631,0.6061742937601726,0.244155234846934,2.841361008988668,0.2940111499892029,,,,,,,,,,,,144|340|166
Coleoptera-ND5,BUSTEDS-MH,25,579,0.5,50455.01478119754,1.3917814739486924,0.9360131528489232,0.0004895272870911674,0.2320885838762026,0.01022214009997881,0.7656994673463041,1.0,0.002211948777493243,0.06740211710553916,0.4457552493609944,0.7969060927880148,0.2789960001449519,2.716166880907655,0.2752487504940538,0.7983294266651829,0.0,0.0,,,363.2280951529465,1.3366610759443796e-79,0.0003147242194496216,0.01940245329929145,0.1157893348197384,0.1456368144221391,
Coleoptera-ND6,BUSTEDS,25,177,0.5,19310.81792933188,1.3288459644417354,1.1014934398628107,0.002550351923831707,0.6488370494280256,0.03974780106728631,0.3220531588186762,1.0,0.02910979175329823,0.03332599520994398,0.3007355882001853,0.3841415503571546,0.3258346823362564,2.315860197948685,0.3734297294635584,,,,,,,,,,,,
Coleoptera-ND6,BUSTEDS-MH,25,177,0.5,19269.0662575205,1.3116985744504832,1.0202462337749691,0.004695449089546301,0.6983185290472363,0.04655686118520035,0.2974196457819206,1.0,0.004261825170843061,0.05595390069243276,0.295467013902348,0.4662174373380326,0.3205206687029179,2.171896851976104,0.3840123173947341,0.6156983247090289,0.0,0.5234419310869778,,,41.75167181138022,8.584987379208573e-10,0.0029847190945428794,0.02867334095738184,0.08288904614531582,0.10752038667841934,
Decapoda-ATP6,BUSTEDS,24,226,0.0003091135703217063,18756.12147418483,1.4109470094921843,1.2816400663649545,0.00303933112577884,0.9174625470181038,0.04598125936107145,0.0792191813950461,31.77583572822348,0.003318271586850029,0.01400376723627048,0.0600268184036389,0.1833517983934856,0.6378370635458173,2.919911831184686,0.3021361180505439,,,,4.0,20|38|95|225,,,,,,,100
Decapoda-ATP6,BUSTEDS-MH,24,226,0.06894263170674975,18719.08798436739,1.3933608957188377,1.2228204185017342,0.005986287753996624,0.9724643946647712,0.07024343873343748,0.0254224914698807,7.664773461956019,0.002113113865348105,0.02843407130764028,0.06892578262062861,0.2500790461346038,0.6257750544012725,2.756466550623657,0.3052991629780989,0.2882166213861838,0.0,0.3933842399175511,0.0,,37.03348981744057,9.084057265560394e-09,8.046090467422681,0.09465074430995837,0.08153427745783898,0.10152265978461113,
Decapoda-ATP8,BUSTEDS,24,54,0.5,5749.651272412542,1.1889417862059373,1.1229749438367953,0.008806805854072926,0.7933770305263822,0.1135656380911543,0.2066229694736178,1.002593807688868,0.0,0.01620531380729586,0.1735587160485391,0.3481277859058343,0.4412419379336446,2.189979958070295,0.3851993460178164,,,,,,,,,,,,
Decapoda-ATP8,BUSTEDS-MH,24,54,0.5,5733.582545147752,1.2947120389640063,0.9310380861491123,0.01311278757810895,0.2711236234756156,0.04698958328707863,0.7288763765243844,1.001558136399542,0.0,0.0436935579453384,0.1710420190813403,0.5910120017472179,0.4605250636277793,1.955174720042838,0.3684329172908804,0.3295348343596411,2.705881834349013,13.88398298538817,,,16.06872726479014,0.00032413073113504335,0.023972569272479236,0.03486468111214521,0.16839256600229446,0.22663792223596219,
Decapoda-COX1,BUSTEDS,24,514,0.5,32241.137776909,1.4030518852886666,1.2458003529758326,0.0002411309681589964,0.4543806115610518,0.00505420310816746,0.5421580996045338,1.0,0.003461288834414415,0.09425736930169488,0.394183443101298,0.3398980304747026,0.4432033698919993,4.994683199164331,0.1626131870067027,,,,,,,,,,,,
Decapoda-COX1,BUSTEDS-MH,24,514,0.5,32182.45974492961,1.1783316765946952,1.1640580461289736,0.004005161276204656,1.0,0.1408370350565885,0.0,1.117598426963991,0.0,0.1625563949886999,0.3951003041784386,0.4895112710125015,0.4574310773874967,4.827171084670624,0.1474686184340648,0.672573213468522,0.0,0.0,,,58.67803197939065,1.8122881519400858e-13,0.08571509640681921,0.0057264747337358105,0.12847479357283678,0.18618852587141596,
Decapoda-COX2,BUSTEDS,24,236,0.5,17216.05379199507,1.395116081682047,1.252886837225593,0.0003513272258953537,0.4918380694344116,0.00875097517521017,0.5021446508652233,1.0,0.006017279700365144,0.02172458553310491,0.06311215673112026,0.2705087163901945,0.7053973927606482,3.489615962639973,0.2314904505082315,,,,,,,,,,,,
Decapoda-COX2,BUSTEDS-MH,24,236,0.5,17124.89406693922,1.2710491526663485,1.1625525360622562,0.006656639314476479,1.0,0.07020978475508818,0.0,1.047272249344249,0.0,0.05094205670474845,0.06346852636443653,0.3851089816011632,0.7072759345011562,3.159742489185975,0.2292555391344072,0.8238960724025038,1.816023437908048,2.909188391145388,,,91.15972505584796,1.6029398218318207e-20,0.03834545700423605,0.010130076914157432,0.15789706994553687,0.16528373170975366,
Decapoda-COX3,BUSTEDS,24,270,0.5,18666.60201386966,1.3317587827793125,1.2487362696709605,0.002540710396115653,0.8876321985572336,0.03823908165727481,0.1093989041799604,1.0,0.002968897262805892,0.08162404366776994,0.3530604731035,0.3435128600863443,0.4853629016874183,4.978773241157958,0.1615766252090817,,,,,,,,,,,,
Decapoda-COX3,BUSTEDS-MH,24,270,0.5,18657.91201436099,1.3401748027833458,1.123951710193082,0.007483347505161335,1.0,0.03253404504005129,0.0,1.102387850254244,0.0,0.1590228360406219,0.4146202229677763,0.5524807689378628,0.4274411238384228,4.418886076187876,0.157938653193801,0.4780991188167418,0.8789983112882729,0.0,,,8.689999508667825,0.01297151143442798,0.037678507993504376,0.010698567430145403,0.28208462206481744,0.23177542530792683,
Decapoda-CYTB,BUSTEDS,24,387,0.5,27739.45434184179,1.407827403976727,0.9601318543549109,0.0,0.4632876672786463,0.003021847442346237,0.5343357979723711,1.0,0.002376534748982593,0.1374228694419688,0.695023240241072,1.658034818406936,0.2147706000657302,6.079305237948597,0.09020615969319788,,,,,,,,,,,,
Decapoda-CYTB,BUSTEDS-MH,24,387,0.5,27650.94318116888,1.4036037657840574,1.1919577742303604,0.0,0.2086623562204425,0.005314309519100085,0.7913376437795575,1.05588722323242,0.0,0.06840903750240139,0.1466789108861367,0.3189977046237988,0.609386147767072,3.261414908928991,0.2439349413467912,0.8663367876677107,1.064838999782858,0.0,,,88.51116067290786,6.026229490833716e-20,0.019393228436391255,0.004942007375207692,1.4086470915807703,0.6921023981381942,
Decapoda-ND1,BUSTEDS,24,324,0.5,23927.77666556854,1.4009708916614818,0.9690821829837578,0.0006298555416879409,0.7576591997798452,0.00565839614731399,0.2383582531840648,1.0,0.00398254703608997,0.08340249569881111,0.6347489547414972,1.48997282652997,0.2628765646046726,5.424998607981281,0.1023744806538301,,,,,,,,,,,,
Decapoda-ND1,BUSTEDS-MH,24,324,0.5,23889.40867007222,1.3974949023032994,0.9685537535794104,0.0009373977339678073,0.8626079649704192,0.007015809014393498,0.1365833400624211,1.0,0.0008086949671596865,0.0939458853679777,0.618490041148695,1.456672249909646,0.2824655184490634,5.355532537290322,0.0990444404022416,0.04972877858669599,2.325930711865128,0.0,,,38.36799549632269,4.6611774541475264e-09,0.000554985019786458,0.004061151809816338,0.03777001232681658,0.05769771156730482,
Decapoda-ND2,BUSTEDS,24,339,0.5,37263.3144475981,1.374897913099783,0.9971923151442278,0.001409588324176782,0.7147598368322684,0.01754088008722702,0.2759176143975413,1.0,0.009322548770190299,0.06440287931335957,0.3387900959372633,0.7086818756652105,0.4344968856937955,2.9564287010809,0.2267130183689413,,,,,,,,,,,,
Decapoda-ND2,BUSTEDS-MH,24,339,0.5,37151.89131588174,1.3989308740789566,1.040626835049876,0.0004867594186755948,0.71707729684793,0.006779856820536022,0.2746094572443065,1.0,0.008313245907763554,0.03536541811554011,0.304859581733541,0.6107249428526906,0.4415523485056905,2.837481594842653,0.2535880697607685,0.07211212166112964,0.0,0.0,,,111.42313171636488,6.37931973247993e-25,0.003894617390730728,0.004645800841276343,0.08198050008286209,0.15149718078505872,
Decapoda-ND3,BUSTEDS,24,119,0.5,10234.69001249929,1.395704002744426,1.0026978716744996,0.001092422788541076,0.7188148713499397,0.007721001790101607,0.2781176931843696,1.0,0.003067435465690642,0.07938311660633755,0.57328849939286,0.8384162435813398,0.2088860705882441,3.577897665561613,0.2178254300188959,,,,,,,,,,,,
Decapoda-ND3,BUSTEDS-MH,24,119,0.5,10233.23628088195,1.32397347475661,0.825227261075784,0.007465540723061711,1.0,0.04014594361892782,0.0,1.065592577119404,0.0,0.1762423597586199,0.6428159527579262,1.52009274909367,0.2126366066999152,3.898244295752092,0.1445474405421585,0.6932044416234945,0.0,0.0,,,1.4537316173391446,0.4834217544771685,0.034796878960916926,0.00769667559217018,0.36629412628503055,0.39366214168233077,
Decapoda-ND4,BUSTEDS,24,448,0.5,38565.89763717711,1.3965356000849303,1.2892986835790912,0.0003163251315313189,0.4919010799666149,0.008102524571852312,0.4992165459664391,1.0,0.008882374066946032,0.01625575903341195,0.09449819363104604,0.1402028466879509,0.5319633923460377,2.473322805664287,0.3735384140229162,,,,,,,,,,,,
